review_id,hostel_id,review_text,sentiment,rating
595,77,Bathrooms need improvement.,Negative,3.5
596,77,Bathrooms need improvement.,Negative,3.9
597,77,Affordable hostel with good WiFi.,Positive,3.7
598,77,Affordable hostel with good WiFi.,Positive,4.8
599,77,Bathrooms need improvement.,Negative,4.5
600,77,Food quality is decent.,Neutral,3.3
601,77,Bathrooms need improvement.,Negative,4.0
602,77,Peaceful environment for study.,Positive,3.7
603,77,Very clean rooms and friendly owner.,Positive,4.3
604,78,Good value for money.,Positive,3.3
605,78,Bathrooms need improvement.,Negative,3.3
606,78,Affordable hostel with good WiFi.,Positive,3.4
607,78,Bathrooms need improvement.,Negative,4.3
608,78,Affordable hostel with good WiFi.,Positive,4.5
609,78,Peaceful environment for study.,Positive,4.9
610,78,Very clean rooms and friendly owner.,Positive,3.4
611,78,Peaceful environment for study.,Positive,3.5
612,78,Food quality is decent.,Neutral,3.7
613,78,Very clean rooms and friendly owner.,Positive,4.3
614,79,Food quality is decent.,Neutral,3.8
615,79,Peaceful environment for study.,Positive,4.8
616,79,Very clean rooms and friendly owner.,Positive,5.0
617,79,Food quality is decent.,Neutral,3.2
618,79,Bathrooms need improvement.,Negative,4.3
619,79,Food quality is decent.,Neutral,4.7
620,79,Food quality is decent.,Neutral,4.2
621,79,Bathrooms need improvement.,Negative,3.3
622,79,Good value for money.,Positive,3.8
623,79,Bathrooms need improvement.,Negative,4.3
624,80,Bathrooms need improvement.,Negative,3.5
625,80,Affordable hostel with good WiFi.,Positive,4.0
626,80,Food quality is decent.,Neutral,4.6
627,80,Food quality is decent.,Neutral,4.0
628,80,Peaceful environment for study.,Positive,4.8
629,80,Very clean rooms and friendly owner.,Positive,4.0
630,81,Peaceful environment for study.,Positive,3.3
631,81,Very clean rooms and friendly owner.,Positive,4.0
632,81,Food quality is decent.,Neutral,3.4
633,81,Affordable hostel with good WiFi.,Positive,3.3
634,81,Bathrooms need improvement.,Negative,4.4
635,81,Very clean rooms and friendly owner.,Positive,4.3
636,81,Peaceful environment for study.,Positive,4.6
637,82,Peaceful environment for study.,Positive,4.4
638,82,Peaceful environment for study.,Positive,3.4
639,82,Affordable hostel with good WiFi.,Positive,4.3
640,82,Peaceful environment for study.,Positive,3.0
641,82,Very clean rooms and friendly owner.,Positive,3.3
642,82,Bathrooms need improvement.,Negative,3.3
643,83,Very clean rooms and friendly owner.,Positive,4.8
644,83,Affordable hostel with good WiFi.,Positive,3.1
645,83,Food quality is decent.,Neutral,4.8
646,83,Bathrooms need improvement.,Negative,4.9
647,83,Bathrooms need improvement.,Negative,4.9
648,83,Good value for money.,Positive,3.0
649,83,Good value for money.,Positive,4.5
650,83,Food quality is decent.,Neutral,4.9
651,83,Affordable hostel with good WiFi.,Positive,3.9
652,83,Peaceful environment for study.,Positive,4.7
653,84,Affordable hostel with good WiFi.,Positive,4.7
654,84,Bathrooms need improvement.,Negative,3.3
655,84,Bathrooms need improvement.,Negative,4.6
656,84,Affordable hostel with good WiFi.,Positive,4.2
657,84,Bathrooms need improvement.,Negative,3.5
658,84,Good value for money.,Positive,4.4
659,84,Peaceful environment for study.,Positive,4.2
660,85,Affordable hostel with good WiFi.,Positive,3.8
661,85,Affordable hostel with good WiFi.,Positive,3.2
662,85,Affordable hostel with good WiFi.,Positive,4.0
663,85,Bathrooms need improvement.,Negative,4.4
664,85,Affordable hostel with good WiFi.,Positive,4.2
665,85,Affordable hostel with good WiFi.,Positive,4.0
666,86,Bathrooms need improvement.,Negative,3.1
667,86,Bathrooms need improvement.,Negative,4.0
668,86,Very clean rooms and friendly owner.,Positive,3.2
669,86,Good value for money.,Positive,3.3
670,86,Bathrooms need improvement.,Negative,4.1
671,86,Very clean rooms and friendly owner.,Positive,4.8
672,86,Good value for money.,Positive,4.3
673,86,Bathrooms need improvement.,Negative,3.8
674,86,Very clean rooms and friendly owner.,Positive,4.4
675,86,Peaceful environment for study.,Positive,3.5
676,87,Peaceful environment for study.,Positive,3.7
677,87,Good value for money.,Positive,4.8
678,87,Good value for money.,Positive,4.2
679,87,Peaceful environment for study.,Positive,3.3
680,87,Peaceful environment for study.,Positive,4.5
681,87,Very clean rooms and friendly owner.,Positive,3.6
682,87,Bathrooms need improvement.,Negative,3.8
683,87,Affordable hostel with good WiFi.,Positive,3.0
684,87,Good value for money.,Positive,4.6
685,88,Bathrooms need improvement.,Negative,3.2
686,88,Very clean rooms and friendly owner.,Positive,3.8
687,88,Affordable hostel with good WiFi.,Positive,4.4
688,88,Food quality is decent.,Neutral,3.8
689,88,Very clean rooms and friendly owner.,Positive,3.3
690,88,Good value for money.,Positive,4.2
691,88,Food quality is decent.,Neutral,4.7
692,88,Peaceful environment for study.,Positive,4.1
693,88,Bathrooms need improvement.,Negative,3.6
694,88,Good value for money.,Positive,3.8
695,89,Peaceful environment for study.,Positive,4.1
696,89,Bathrooms need improvement.,Negative,4.0
697,89,Food quality is decent.,Neutral,4.1
698,89,Peaceful environment for study.,Positive,3.5
699,89,Food quality is decent.,Neutral,4.2
700,89,Good value for money.,Positive,3.8
701,89,Affordable hostel with good WiFi.,Positive,4.7
702,90,Good value for money.,Positive,3.5
703,90,Good value for money.,Positive,4.9
704,90,Very clean rooms and friendly owner.,Positive,3.4
705,90,Peaceful environment for study.,Positive,4.6
706,90,Bathrooms need improvement.,Negative,4.2
707,90,Good value for money.,Positive,4.4
708,91,Peaceful environment for study.,Positive,4.9
709,91,Very clean rooms and friendly owner.,Positive,4.6
710,91,Affordable hostel with good WiFi.,Positive,3.9
711,91,Bathrooms need improvement.,Negative,3.9
712,91,Very clean rooms and friendly owner.,Positive,3.5
713,91,Food quality is decent.,Neutral,3.2
714,91,Very clean rooms and friendly owner.,Positive,4.4
715,92,Bathrooms need improvement.,Negative,4.3
716,92,Food quality is decent.,Neutral,4.4
717,92,Bathrooms need improvement.,Negative,3.1
718,92,Affordable hostel with good WiFi.,Positive,4.3
719,92,Peaceful environment for study.,Positive,3.0
720,92,Good value for money.,Positive,4.9
721,92,Bathrooms need improvement.,Negative,3.6
722,92,Very clean rooms and friendly owner.,Positive,4.6
723,92,Bathrooms need improvement.,Negative,4.0
724,93,Bathrooms need improvement.,Negative,3.3
725,93,Very clean rooms and friendly owner.,Positive,3.7
726,93,Good value for money.,Positive,3.0
727,93,Affordable hostel with good WiFi.,Positive,3.2
728,93,Food quality is decent.,Neutral,4.6
729,93,Food quality is decent.,Neutral,4.3
730,93,Peaceful environment for study.,Positive,4.2
731,94,Very clean rooms and friendly owner.,Positive,4.5
732,94,Very clean rooms and friendly owner.,Positive,4.8
733,94,Bathrooms need improvement.,Negative,3.6
734,94,Bathrooms need improvement.,Negative,4.8
735,94,Food quality is decent.,Neutral,3.7
736,94,Food quality is decent.,Neutral,3.5
737,94,Affordable hostel with good WiFi.,Positive,3.9
738,94,Peaceful environment for study.,Positive,4.1
739,94,Food quality is decent.,Neutral,3.4
740,94,Bathrooms need improvement.,Negative,3.2
741,95,Bathrooms need improvement.,Negative,3.6
742,95,Very clean rooms and friendly owner.,Positive,4.6
743,95,Food quality is decent.,Neutral,4.8
744,95,Bathrooms need improvement.,Negative,3.5
745,95,Peaceful environment for study.,Positive,4.9
746,95,Bathrooms need improvement.,Negative,4.0
747,96,Food quality is decent.,Neutral,4.9
748,96,Peaceful environment for study.,Positive,4.4
749,96,Bathrooms need improvement.,Negative,4.7
750,96,Peaceful environment for study.,Positive,3.2
751,96,Very clean rooms and friendly owner.,Positive,3.8
752,96,Affordable hostel with good WiFi.,Positive,4.4
753,96,Affordable hostel with good WiFi.,Positive,4.6
754,97,Food quality is decent.,Neutral,4.0
755,97,Very clean rooms and friendly owner.,Positive,4.4
756,97,Food quality is decent.,Neutral,3.5
757,97,Very clean rooms and friendly owner.,Positive,3.8
758,97,Good value for money.,Positive,4.6
759,97,Very clean rooms and friendly owner.,Positive,4.1
760,97,Affordable hostel with good WiFi.,Positive,4.0
761,97,Food quality is decent.,Neutral,3.4
762,97,Bathrooms need improvement.,Negative,3.5
763,98,Peaceful environment for study.,Positive,4.5
764,98,Affordable hostel with good WiFi.,Positive,4.5
765,98,Food quality is decent.,Neutral,3.4
766,98,Affordable hostel with good WiFi.,Positive,4.7
767,98,Bathrooms need improvement.,Negative,3.7
768,98,Very clean rooms and friendly owner.,Positive,3.2
769,98,Very clean rooms and friendly owner.,Positive,4.4
770,99,Bathrooms need improvement.,Negative,3.0
771,99,Bathrooms need improvement.,Negative,4.9
772,99,Peaceful environment for study.,Positive,3.7
773,99,Food quality is decent.,Neutral,4.0
774,99,Bathrooms need improvement.,Negative,4.7
775,99,Peaceful environment for study.,Positive,3.4
776,99,Bathrooms need improvement.,Negative,3.6
777,99,Affordable hostel with good WiFi.,Positive,4.5
778,99,Affordable hostel with good WiFi.,Positive,3.1
779,100,Peaceful environment for study.,Positive,4.9
780,100,Very clean rooms and friendly owner.,Positive,4.0
781,100,Peaceful environment for study.,Positive,4.7
782,100,Affordable hostel with good WiFi.,Positive,3.9
783,100,Very clean rooms and friendly owner.,Positive,4.4
784,100,Peaceful environment for study.,Positive,3.6
785,100,Very clean rooms and friendly owner.,Positive,3.0
786,100,Affordable hostel with good WiFi.,Positive,3.8
787,100,Very clean rooms and friendly owner.,Positive,3.7
788,101,Food quality is decent.,Neutral,3.4
789,101,Food quality is decent.,Neutral,3.5
790,101,Peaceful environment for study.,Positive,4.9
791,101,Food quality is decent.,Neutral,3.7
792,101,Peaceful environment for study.,Positive,3.8
793,101,Peaceful environment for study.,Positive,4.4
794,101,Food quality is decent.,Neutral,3.7
795,101,Peaceful environment for study.,Positive,3.6
796,101,Affordable hostel with good WiFi.,Positive,4.1
797,101,Bathrooms need improvement.,Negative,4.4
798,102,Good value for money.,Positive,3.5
799,102,Affordable hostel with good WiFi.,Positive,4.1
800,102,Peaceful environment for study.,Positive,3.4
801,102,Good value for money.,Positive,3.3
802,102,Very clean rooms and friendly owner.,Positive,3.4
803,102,Peaceful environment for study.,Positive,3.3
804,103,Bathrooms need improvement.,Negative,4.4
805,103,Peaceful environment for study.,Positive,3.6
806,103,Bathrooms need improvement.,Negative,4.7
807,103,Very clean rooms and friendly owner.,Positive,3.8
808,103,Good value for money.,Positive,3.3
809,103,Affordable hostel with good WiFi.,Positive,4.6
810,103,Peaceful environment for study.,Positive,4.7
811,103,Very clean rooms and friendly owner.,Positive,3.9
812,103,Food quality is decent.,Neutral,3.5
813,103,Food quality is decent.,Neutral,4.1
814,104,Food quality is decent.,Neutral,3.0
815,104,Very clean rooms and friendly owner.,Positive,3.7
816,104,Good value for money.,Positive,4.9
817,104,Affordable hostel with good WiFi.,Positive,4.2
818,104,Good value for money.,Positive,4.3
819,104,Affordable hostel with good WiFi.,Positive,5.0
820,104,Food quality is decent.,Neutral,3.7
821,104,Good value for money.,Positive,4.0
822,105,Very clean rooms and friendly owner.,Positive,3.8
823,105,Food quality is decent.,Neutral,3.9
824,105,Affordable hostel with good WiFi.,Positive,4.7
825,105,Good value for money.,Positive,4.6
826,105,Food quality is decent.,Neutral,3.8
827,105,Bathrooms need improvement.,Negative,4.1
828,105,Very clean rooms and friendly owner.,Positive,3.2
829,105,Food quality is decent.,Neutral,3.5
830,105,Food quality is decent.,Neutral,4.3
831,106,Bathrooms need improvement.,Negative,4.3
832,106,Food quality is decent.,Neutral,4.8
833,106,Food quality is decent.,Neutral,4.5
834,106,Bathrooms need improvement.,Negative,4.9
835,106,Peaceful environment for study.,Positive,3.3
836,106,Very clean rooms and friendly owner.,Positive,3.3
837,106,Affordable hostel with good WiFi.,Positive,4.3
838,106,Good value for money.,Positive,4.4
839,107,Affordable hostel with good WiFi.,Positive,3.3
840,107,Very clean rooms and friendly owner.,Positive,3.2
841,107,Peaceful environment for study.,Positive,4.1
842,107,Very clean rooms and friendly owner.,Positive,4.5
843,107,Bathrooms need improvement.,Negative,4.5
844,107,Very clean rooms and friendly owner.,Positive,3.2
845,108,Affordable hostel with good WiFi.,Positive,3.2
846,108,Peaceful environment for study.,Positive,3.6
847,108,Affordable hostel with good WiFi.,Positive,4.5
848,108,Peaceful environment for study.,Positive,4.3
849,108,Affordable hostel with good WiFi.,Positive,4.1
850,108,Affordable hostel with good WiFi.,Positive,3.1
851,108,Good value for money.,Positive,3.7
852,108,Food quality is decent.,Neutral,4.7
853,108,Peaceful environment for study.,Positive,4.9
854,108,Bathrooms need improvement.,Negative,4.9
855,109,Peaceful environment for study.,Positive,3.3
856,109,Good value for money.,Positive,4.1
857,109,Bathrooms need improvement.,Negative,4.2
858,109,Good value for money.,Positive,4.5
859,109,Bathrooms need improvement.,Negative,3.9
860,109,Good value for money.,Positive,4.3
861,109,Food quality is decent.,Neutral,4.8
862,109,Peaceful environment for study.,Positive,4.1
863,109,Very clean rooms and friendly owner.,Positive,3.9
864,109,Food quality is decent.,Neutral,3.8
865,110,Food quality is decent.,Neutral,3.0
866,110,Bathrooms need improvement.,Negative,4.6
867,110,Affordable hostel with good WiFi.,Positive,3.7
868,110,Peaceful environment for study.,Positive,4.1
869,110,Good value for money.,Positive,4.8
870,110,Peaceful environment for study.,Positive,3.6
871,110,Peaceful environment for study.,Positive,4.6
872,111,Affordable hostel with good WiFi.,Positive,4.6
873,111,Bathrooms need improvement.,Negative,3.7
874,111,Peaceful environment for study.,Positive,4.8
875,111,Peaceful environment for study.,Positive,3.8
876,111,Affordable hostel with good WiFi.,Positive,4.4
877,111,Good value for money.,Positive,3.8
878,111,Peaceful environment for study.,Positive,3.4
879,111,Very clean rooms and friendly owner.,Positive,3.8
880,111,Affordable hostel with good WiFi.,Positive,4.0
881,111,Bathrooms need improvement.,Negative,4.6
882,112,Food quality is decent.,Neutral,4.3
883,112,Bathrooms need improvement.,Negative,4.6
884,112,Peaceful environment for study.,Positive,3.4
885,112,Very clean rooms and friendly owner.,Positive,3.4
886,112,Food quality is decent.,Neutral,3.2
887,112,Peaceful environment for study.,Positive,4.2
888,112,Food quality is decent.,Neutral,4.4
889,112,Peaceful environment for study.,Positive,3.4
890,113,Affordable hostel with good WiFi.,Positive,3.1
891,113,Bathrooms need improvement.,Negative,3.0
892,113,Very clean rooms and friendly owner.,Positive,3.6
893,113,Affordable hostel with good WiFi.,Positive,4.4
894,113,Good value for money.,Positive,3.0
895,113,Very clean rooms and friendly owner.,Positive,3.3
896,114,Affordable hostel with good WiFi.,Positive,3.7
897,114,Food quality is decent.,Neutral,4.6
898,114,Peaceful environment for study.,Positive,5.0
899,114,Peaceful environment for study.,Positive,4.4
900,114,Very clean rooms and friendly owner.,Positive,3.7
901,114,Affordable hostel with good WiFi.,Positive,3.1
902,114,Peaceful environment for study.,Positive,3.1
903,114,Peaceful environment for study.,Positive,3.4
904,114,Food quality is decent.,Neutral,4.6
905,115,Very clean rooms and friendly owner.,Positive,4.9
906,115,Good value for money.,Positive,3.5
907,115,Peaceful environment for study.,Positive,3.5
908,115,Very clean rooms and friendly owner.,Positive,3.4
909,115,Good value for money.,Positive,4.5
910,115,Bathrooms need improvement.,Negative,4.3
911,116,Peaceful environment for study.,Positive,3.8
912,116,Food quality is decent.,Neutral,4.9
913,116,Affordable hostel with good WiFi.,Positive,4.3
914,116,Very clean rooms and friendly owner.,Positive,4.5
915,116,Bathrooms need improvement.,Negative,4.0
916,116,Food quality is decent.,Neutral,4.0
917,116,Food quality is decent.,Neutral,3.4
918,117,Good value for money.,Positive,3.4
919,117,Very clean rooms and friendly owner.,Positive,3.5
920,117,Peaceful environment for study.,Positive,3.6
921,117,Affordable hostel with good WiFi.,Positive,4.6
922,117,Bathrooms need improvement.,Negative,3.2
923,117,Affordable hostel with good WiFi.,Positive,3.0
924,118,Bathrooms need improvement.,Negative,4.6
925,118,Peaceful environment for study.,Positive,4.4
926,118,Affordable hostel with good WiFi.,Positive,3.7
927,118,Very clean rooms and friendly owner.,Positive,3.5
928,118,Peaceful environment for study.,Positive,3.2
929,118,Bathrooms need improvement.,Negative,3.7
930,119,Very clean rooms and friendly owner.,Positive,3.7
931,119,Affordable hostel with good WiFi.,Positive,4.4
932,119,Very clean rooms and friendly owner.,Positive,3.3
933,119,Affordable hostel with good WiFi.,Positive,3.6
934,119,Bathrooms need improvement.,Negative,4.6
935,119,Food quality is decent.,Neutral,4.6
936,120,Good value for money.,Positive,3.4
937,120,Good value for money.,Positive,3.8
938,120,Good value for money.,Positive,3.3
939,120,Very clean rooms and friendly owner.,Positive,4.0
940,120,Peaceful environment for study.,Positive,4.1
941,120,Bathrooms need improvement.,Negative,4.4
942,120,Affordable hostel with good WiFi.,Positive,4.1
943,120,Bathrooms need improvement.,Negative,3.7
944,120,Good value for money.,Positive,3.9
945,121,Bathrooms need improvement.,Negative,3.3
946,121,Bathrooms need improvement.,Negative,3.3
947,121,Food quality is decent.,Neutral,4.6
948,121,Bathrooms need improvement.,Negative,3.7
949,121,Very clean rooms and friendly owner.,Positive,4.6
950,121,Bathrooms need improvement.,Negative,3.8
951,121,Affordable hostel with good WiFi.,Positive,4.8
952,121,Bathrooms need improvement.,Negative,4.7
953,121,Bathrooms need improvement.,Negative,3.5
954,121,Good value for money.,Positive,3.1
955,122,Peaceful environment for study.,Positive,3.4
956,122,Good value for money.,Positive,4.0
957,122,Bathrooms need improvement.,Negative,3.3
958,122,Food quality is decent.,Neutral,3.6
959,122,Good value for money.,Positive,3.6
960,122,Very clean rooms and friendly owner.,Positive,4.0
961,122,Very clean rooms and friendly owner.,Positive,3.1
962,122,Affordable hostel with good WiFi.,Positive,3.4
963,122,Very clean rooms and friendly owner.,Positive,3.4
964,122,Peaceful environment for study.,Positive,3.4
965,123,Bathrooms need improvement.,Negative,4.3
966,123,Peaceful environment for study.,Positive,4.3
967,123,Bathrooms need improvement.,Negative,4.2
968,123,Bathrooms need improvement.,Negative,3.5
969,123,Food quality is decent.,Neutral,3.4
970,123,Good value for money.,Positive,3.1
971,124,Good value for money.,Positive,4.0
972,124,Very clean rooms and friendly owner.,Positive,3.9
973,124,Good value for money.,Positive,3.1
974,124,Bathrooms need improvement.,Negative,4.5
975,124,Peaceful environment for study.,Positive,4.6
976,124,Good value for money.,Positive,3.1
977,124,Bathrooms need improvement.,Negative,3.5
978,125,Good value for money.,Positive,3.1
979,125,Food quality is decent.,Neutral,3.2
980,125,Affordable hostel with good WiFi.,Positive,4.9
981,125,Very clean rooms and friendly owner.,Positive,3.2
982,125,Affordable hostel with good WiFi.,Positive,4.1
983,125,Affordable hostel with good WiFi.,Positive,3.4
984,126,Bathrooms need improvement.,Negative,4.3
985,126,Affordable hostel with good WiFi.,Positive,4.1
986,126,Bathrooms need improvement.,Negative,3.8
987,126,Very clean rooms and friendly owner.,Positive,4.5
988,126,Bathrooms need improvement.,Negative,3.7
989,126,Peaceful environment for study.,Positive,4.4
990,126,Peaceful environment for study.,Positive,4.8
991,127,Affordable hostel with good WiFi.,Positive,4.1
992,127,Bathrooms need improvement.,Negative,3.7
993,127,Affordable hostel with good WiFi.,Positive,4.1
994,127,Bathrooms need improvement.,Negative,3.9
995,127,Food quality is decent.,Neutral,4.8
996,127,Bathrooms need improvement.,Negative,5.0
997,127,Food quality is decent.,Neutral,4.7
998,128,Good value for money.,Positive,3.9
999,128,Good value for money.,Positive,3.6
1000,128,Affordable hostel with good WiFi.,Positive,4.1
1001,128,Affordable hostel with good WiFi.,Positive,3.8
1002,128,Bathrooms need improvement.,Negative,4.9
1003,128,Food quality is decent.,Neutral,3.7
1004,128,Peaceful environment for study.,Positive,3.9
1005,128,Peaceful environment for study.,Positive,3.0
1006,128,Very clean rooms and friendly owner.,Positive,5.0
1007,129,Very clean rooms and friendly owner.,Positive,4.0
1008,129,Food quality is decent.,Neutral,3.0
1009,129,Affordable hostel with good WiFi.,Positive,3.4
1010,129,Food quality is decent.,Neutral,3.0
1011,129,Good value for money.,Positive,4.6
1012,129,Bathrooms need improvement.,Negative,4.0
1013,129,Bathrooms need improvement.,Negative,4.9
1014,129,Affordable hostel with good WiFi.,Positive,3.2
1015,129,Peaceful environment for study.,Positive,3.7
1016,129,Affordable hostel with good WiFi.,Positive,3.5
1017,130,Affordable hostel with good WiFi.,Positive,3.5
1018,130,Food quality is decent.,Neutral,3.2
1019,130,Peaceful environment for study.,Positive,4.1
1020,130,Affordable hostel with good WiFi.,Positive,4.5
1021,130,Good value for money.,Positive,3.6
1022,130,Peaceful environment for study.,Positive,3.3
1023,130,Good value for money.,Positive,4.4
1024,130,Very clean rooms and friendly owner.,Positive,4.2
1025,130,Food quality is decent.,Neutral,3.1
1026,130,Bathrooms need improvement.,Negative,3.8
1027,131,Food quality is decent.,Neutral,3.7
1028,131,Peaceful environment for study.,Positive,3.8
1029,131,Very clean rooms and friendly owner.,Positive,4.7
1030,131,Affordable hostel with good WiFi.,Positive,4.5
1031,131,Bathrooms need improvement.,Negative,4.9
1032,131,Good value for money.,Positive,4.6
1033,132,Very clean rooms and friendly owner.,Positive,3.6
1034,132,Very clean rooms and friendly owner.,Positive,3.6
1035,132,Bathrooms need improvement.,Negative,3.3
1036,132,Bathrooms need improvement.,Negative,4.4
1037,132,Affordable hostel with good WiFi.,Positive,3.1
1038,132,Good value for money.,Positive,5.0
1039,132,Peaceful environment for study.,Positive,4.5
1040,132,Bathrooms need improvement.,Negative,4.0
1041,132,Affordable hostel with good WiFi.,Positive,3.9
1042,133,Affordable hostel with good WiFi.,Positive,3.3
1043,133,Very clean rooms and friendly owner.,Positive,4.0
1044,133,Good value for money.,Positive,3.1
1045,133,Peaceful environment for study.,Positive,3.5
1046,133,Peaceful environment for study.,Positive,4.0
1047,133,Good value for money.,Positive,3.3
1048,133,Affordable hostel with good WiFi.,Positive,4.0
1049,133,Affordable hostel with good WiFi.,Positive,4.0
1050,133,Good value for money.,Positive,4.1
1051,134,Bathrooms need improvement.,Negative,5.0
1052,134,Bathrooms need improvement.,Negative,3.5
1053,134,Very clean rooms and friendly owner.,Positive,3.5
1054,134,Peaceful environment for study.,Positive,3.6
1055,134,Bathrooms need improvement.,Negative,3.2
1056,134,Good value for money.,Positive,3.8
1057,134,Food quality is decent.,Neutral,3.7
1058,134,Food quality is decent.,Neutral,3.7
1059,134,Good value for money.,Positive,3.0
1060,134,Food quality is decent.,Neutral,3.3
1061,135,Bathrooms need improvement.,Negative,4.6
1062,135,Peaceful environment for study.,Positive,4.2
1063,135,Peaceful environment for study.,Positive,3.1
1064,135,Affordable hostel with good WiFi.,Positive,3.4
1065,135,Food quality is decent.,Neutral,3.3
1066,135,Good value for money.,Positive,4.7
1067,135,Very clean rooms and friendly owner.,Positive,4.5
1068,135,Affordable hostel with good WiFi.,Positive,4.9
1069,136,Food quality is decent.,Neutral,3.0
1070,136,Good value for money.,Positive,4.6
1071,136,Food quality is decent.,Neutral,3.9
1072,136,Very clean rooms and friendly owner.,Positive,3.7
1073,136,Good value for money.,Positive,4.1
1074,136,Affordable hostel with good WiFi.,Positive,4.1
1075,136,Food quality is decent.,Neutral,4.1
1076,137,Good value for money.,Positive,5.0
1077,137,Good value for money.,Positive,4.4
1078,137,Very clean rooms and friendly owner.,Positive,3.8
1079,137,Good value for money.,Positive,4.1
1080,137,Food quality is decent.,Neutral,3.3
1081,137,Food quality is decent.,Neutral,3.4
1082,137,Good value for money.,Positive,4.2
1083,137,Very clean rooms and friendly owner.,Positive,3.9
1084,137,Very clean rooms and friendly owner.,Positive,3.1
1085,137,Good value for money.,Positive,3.5
1086,138,Very clean rooms and friendly owner.,Positive,3.0
1087,138,Good value for money.,Positive,3.8
1088,138,Peaceful environment for study.,Positive,4.0
1089,138,Good value for money.,Positive,3.2
1090,138,Food quality is decent.,Neutral,4.0
1091,138,Bathrooms need improvement.,Negative,4.1
1092,138,Affordable hostel with good WiFi.,Positive,3.4
1093,138,Peaceful environment for study.,Positive,4.1
1094,139,Very clean rooms and friendly owner.,Positive,3.5
1095,139,Bathrooms need improvement.,Negative,3.6
1096,139,Peaceful environment for study.,Positive,3.8
1097,139,Affordable hostel with good WiFi.,Positive,3.0
1098,139,Good value for money.,Positive,3.7
1099,139,Good value for money.,Positive,3.6
1100,140,Food quality is decent.,Neutral,4.6
1101,140,Good value for money.,Positive,3.5
1102,140,Peaceful environment for study.,Positive,4.8
1103,140,Very clean rooms and friendly owner.,Positive,4.9
1104,140,Food quality is decent.,Neutral,3.5
1105,140,Food quality is decent.,Neutral,4.8
1106,140,Good value for money.,Positive,3.3
1107,140,Good value for money.,Positive,3.8
1108,140,Good value for money.,Positive,4.2
1109,140,Good value for money.,Positive,4.4
1110,141,Affordable hostel with good WiFi.,Positive,4.1
1111,141,Peaceful environment for study.,Positive,4.9
1112,141,Bathrooms need improvement.,Negative,3.7
1113,141,Bathrooms need improvement.,Negative,3.3
1114,141,Good value for money.,Positive,3.3
1115,141,Bathrooms need improvement.,Negative,4.4
1116,141,Affordable hostel with good WiFi.,Positive,4.7
1117,141,Food quality is decent.,Neutral,4.4
1118,141,Bathrooms need improvement.,Negative,4.8
1119,142,Affordable hostel with good WiFi.,Positive,4.3
1120,142,Bathrooms need improvement.,Negative,4.8
1121,142,Food quality is decent.,Neutral,3.1
1122,142,Bathrooms need improvement.,Negative,4.9
1123,142,Very clean rooms and friendly owner.,Positive,3.4
1124,142,Affordable hostel with good WiFi.,Positive,4.5
1125,142,Food quality is decent.,Neutral,4.8
1126,142,Peaceful environment for study.,Positive,4.9
1127,142,Food quality is decent.,Neutral,3.9
1128,143,Affordable hostel with good WiFi.,Positive,4.6
1129,143,Very clean rooms and friendly owner.,Positive,3.3
1130,143,Very clean rooms and friendly owner.,Positive,4.5
1131,143,Bathrooms need improvement.,Negative,4.2
1132,143,Bathrooms need improvement.,Negative,4.1
1133,143,Affordable hostel with good WiFi.,Positive,4.2
1134,143,Affordable hostel with good WiFi.,Positive,4.4
1135,143,Food quality is decent.,Neutral,3.2
1136,144,Affordable hostel with good WiFi.,Positive,4.0
1137,144,Bathrooms need improvement.,Negative,3.9
1138,144,Good value for money.,Positive,3.7
1139,144,Peaceful environment for study.,Positive,4.0
1140,144,Affordable hostel with good WiFi.,Positive,3.3
1141,144,Affordable hostel with good WiFi.,Positive,3.1
1142,144,Very clean rooms and friendly owner.,Positive,4.9
1143,144,Peaceful environment for study.,Positive,3.4
1144,144,Good value for money.,Positive,5.0
1145,145,Very clean rooms and friendly owner.,Positive,3.4
1146,145,Peaceful environment for study.,Positive,4.7
1147,145,Peaceful environment for study.,Positive,4.4
1148,145,Peaceful environment for study.,Positive,4.8
1149,145,Peaceful environment for study.,Positive,3.8
1150,145,Very clean rooms and friendly owner.,Positive,4.2
1151,145,Peaceful environment for study.,Positive,4.4
1152,146,Bathrooms need improvement.,Negative,4.9
1153,146,Bathrooms need improvement.,Negative,4.2
1154,146,Bathrooms need improvement.,Negative,4.3
1155,146,Good value for money.,Positive,4.6
1156,146,Bathrooms need improvement.,Negative,3.2
1157,146,Peaceful environment for study.,Positive,4.7
1158,146,Very clean rooms and friendly owner.,Positive,4.8
1159,146,Affordable hostel with good WiFi.,Positive,4.0
1160,146,Peaceful environment for study.,Positive,5.0
1161,147,Bathrooms need improvement.,Negative,3.8
1162,147,Good value for money.,Positive,4.9
1163,147,Affordable hostel with good WiFi.,Positive,3.6
1164,147,Peaceful environment for study.,Positive,4.8
1165,147,Food quality is decent.,Neutral,3.9
1166,147,Peaceful environment for study.,Positive,3.6
1167,148,Good value for money.,Positive,4.0
1168,148,Affordable hostel with good WiFi.,Positive,3.9
1169,148,Good value for money.,Positive,3.9
1170,148,Good value for money.,Positive,4.0
1171,148,Affordable hostel with good WiFi.,Positive,4.6
1172,148,Good value for money.,Positive,4.1
1173,149,Peaceful environment for study.,Positive,3.6
1174,149,Very clean rooms and friendly owner.,Positive,3.4
1175,149,Bathrooms need improvement.,Negative,4.8
